id,reply_time,full_resolution_time,num_replies,is_issue_solved,is_rerouted,is_promoter,group_number,agent,manager,site
7759,11,86,2,1,0,1,7,Emily Remsen Ê,Jessie Tsan Ê,Willow
7760,3,2744,2,1,1,1,6,Coleen Bockelman Ê,Alec Hassell Ê,Sequoia
7761,7,7,1,1,0,1,4,Josephina Rhea Ê,Lauran Kestler Ê,Orangewood
7762,162,299,5,1,1,1,2,Joel Prada Ê,Loura Wemple Ê,Willow
7763,2,2,1,1,0,1,4,Josephina Rhea Ê,Lauran Kestler Ê,Orangewood
7764,18,1293,4,0,1,0,2,Cecelia Carone Ê,Earnest Levitsky Ê,Sequoia
7765,23,23,1,1,0,1,2,Audria Reavis Ê,Kermit Beck Ê,Cypress
7766,5,19,1,1,0,1,8,Ilda Pierro Ê,Bart Huth Ê,Orangewood
7767,1200,1200,1,1,1,1,10,Kenton Lossing Ê,Janette Westfield Ê,Sequoia
7768,6,6,1,0,0,0,8,Isaura Salters Ê,Meagan Dale Ê,Willow
7769,12,12,1,1,0,1,4,Olive Kuester Ê,Preston Perreault Ê,Willow
7770,2,202,2,0,0,0,2,Myrtie Revell Ê,Preston Perreault Ê,Willow
7771,160,1180,2,1,1,1,8,Aleisha Vossler Ê,Carlos Speaker Ê,Willow
7772,13,13,1,0,1,0,4,Jerica Rojas Ê,Carlos Speaker Ê,Willow
7773,12,12,1,0,0,0,4,Constance Anker Ê,Irish Mcmillin Ê,Cypress
7774,10,10,1,1,0,1,4,Alfredo Coard Ê,Irish Mcmillin Ê,Cypress
7775,130,335,2,1,1,1,2,Lynette Esses Ê,Loura Wemple Ê,Willow
7776,6,36,2,1,0,1,2,Jonathan Calvin Ê,Kermit Beck Ê,Cypress
7777,4,393,4,1,1,1,2,Raymonde Grist Ê,Irish Mcmillin Ê,Cypress
7778,9,1050,3,1,1,1,7,Dulce Keister Ê,Jackie Zuccaro Ê,Sequoia
7779,7040,7084,2,0,1,0,4,Alpha Mitchum Ê,Gracie Shehorn Ê,Willow
7780,117,252,2,1,1,1,2,Isaura Salters Ê,Meagan Dale Ê,Willow
7781,7,239,2,1,0,1,4,Audria Reavis Ê,Kermit Beck Ê,Cypress
7782,22,41,1,1,0,1,8,Signe Vaca Ê,Cheryll Minaya Ê,Cypress
7783,13,1486,3,1,0,1,3,Florinda Alpers Ê,Carlos Speaker Ê,Willow
7784,6,4345,4,1,1,1,6,Jessika Felan Ê,Lauran Kestler Ê,Orangewood
7785,111,1126,2,1,1,1,9,Idell Macaulay Ê,Gracie Shehorn Ê,Willow
7786,30,30,1,1,1,1,8,Ghislaine Stump Ê,Loura Wemple Ê,Willow
7787,101,280,2,1,1,1,2,Sherie Hessel Ê,Jessie Tsan Ê,Willow
7788,4,16,2,0,0,0,3,Shanell Drewry Ê,Janette Westfield Ê,Sequoia
7789,7,7,1,1,1,1,3,Temika Cloninger Ê,Bart Huth Ê,Orangewood
7790,10,10,1,0,0,0,3,Beatrice Dula Ê,Irish Mcmillin Ê,Cypress
7791,15,1217,4,1,1,1,2,Margery Scheffer Ê,Wilbert Macke Ê,Cypress
7792,6,6,1,0,0,0,8,Harland Tufts Ê,Janette Westfield Ê,Sequoia
7793,49,69,1,1,1,1,4,Jeanne Gleaves Ê,Janette Westfield Ê,Sequoia
7794,12,12,1,1,0,1,8,Elena Parm Ê,Kermit Beck Ê,Cypress
7795,33,4248,6,0,1,0,9,Matthew Boze Ê,Antonio Kaspar Ê,Orangewood
7796,69,69,1,1,1,1,3,Riva Boes Ê,Bart Huth Ê,Orangewood
7797,37,37,1,1,1,1,3,Madelene Aucoin Ê,Meagan Dale Ê,Willow
7798,4,131,2,0,0,0,3,Derek Borg Ê,Irish Mcmillin Ê,Cypress
7799,,0,0,0,0,0,9,Wilhelmina Perine Ê,Bart Huth Ê,Orangewood
7800,36,36,1,1,0,1,8,Corrin Longmore Ê,Preston Perreault Ê,Willow
7801,38,311,1,1,1,1,3,Julissa Feeney Ê,Jackie Zuccaro Ê,Sequoia
7802,6958,6958,1,1,1,1,3,Rachele Lainez Ê,Irish Mcmillin Ê,Cypress
7803,,3,0,1,1,1,4,Jann Overson Ê,Preston Perreault Ê,Willow
7804,46,111,2,1,0,1,2,Stella Hintzen Ê,Cheryll Minaya Ê,Cypress
7805,2,929,2,1,1,1,10,Shelly Minger Ê,Jackie Zuccaro Ê,Sequoia
7806,6,1062,2,1,0,1,10,Raguel Coupe Ê,Junie Grahn Ê,Willow
7807,1,2767,2,1,0,1,2,Terisa Reith Ê,Junie Grahn Ê,Willow
7808,49,5483,3,1,1,1,2,Pia Hine Ê,Cheryll Minaya Ê,Cypress
7809,15,5903,3,0,1,0,2,Justin Vera Ê,Kermit Beck Ê,Cypress
7810,1,69,3,1,0,1,7,Agripina Wang Ê,Gracie Shehorn Ê,Willow
7811,212,9783,2,1,1,1,2,Barb Gess Ê,Wilbert Macke Ê,Cypress
7812,75,100,2,1,0,1,2,Corrin Longmore Ê,Preston Perreault Ê,Willow
7813,56,3758,1,1,0,1,10,Leonel Markowitz Ê,Jessie Tsan Ê,Willow
7814,8,144,1,1,1,1,4,Michelina Bartolotta Ê,Kermit Beck Ê,Cypress
7815,4,1359,2,1,0,1,2,Dedra Bird Ê,Antonio Kaspar Ê,Orangewood
7816,3,3,1,1,0,1,7,Elenore Dittrich Ê,Wilbert Macke Ê,Cypress
7817,4,4,1,1,0,1,3,Willow Cude Ê,Loura Wemple Ê,Willow
7818,23,4096,8,1,1,1,6,Latashia Kirst Ê,Irish Mcmillin Ê,Cypress
7819,3,3,1,0,0,0,7,Elenora Crum Ê,Earnest Levitsky Ê,Sequoia
7820,41,41,1,1,0,1,4,Rufus Seyal Ê,Bart Huth Ê,Orangewood
7821,13,6874,4,1,0,1,2,Kali Due Ê,Jessie Tsan Ê,Willow
7822,12,39,2,1,0,1,3,Darlene Hellard Ê,Kermit Beck Ê,Cypress
7823,46,1363,5,1,1,1,2,Audria Reavis Ê,Kermit Beck Ê,Cypress
7824,1070,1329,2,1,1,0,10,Peter Tomlinson Ê,Ahmed Sykes Ê,Pine
7825,11,110,3,1,0,1,2,Gina Hutson Ê,Junie Grahn Ê,Willow
7826,2,4092,2,1,1,1,6,Coleen Bockelman Ê,Alec Hassell Ê,Sequoia
7827,4,4,1,1,0,1,7,Alfredo Coard Ê,Irish Mcmillin Ê,Cypress
7828,941,1162,3,0,1,0,9,Justin Vera Ê,Kermit Beck Ê,Cypress
7829,19,19,1,1,0,1,8,Shenika Wolery Ê,Earnest Levitsky Ê,Sequoia
7830,4,4,1,1,0,1,7,Georgene Burnham Ê,Meagan Dale Ê,Willow
7831,16,28,2,0,0,1,8,Alesha Eis Ê,Jackie Zuccaro Ê,Sequoia
7832,860,860,1,1,0,1,10,Evalyn Border Ê,Antonio Kaspar Ê,Orangewood
7833,4,4,1,1,0,1,2,Curtis Wilsey Ê,Gracie Shehorn Ê,Willow
7834,6,6,1,1,0,1,3,Lavelle Easterly Ê,Preston Perreault Ê,Willow
7835,3,1527,4,1,1,1,2,Josephina Rhea Ê,Lauran Kestler Ê,Orangewood
7836,3783,3783,1,0,1,0,6,Jerica Rojas Ê,Carlos Speaker Ê,Willow
7837,4,4,1,1,0,1,3,Barb Gess Ê,Wilbert Macke Ê,Cypress
7838,108,108,1,1,0,1,8,Latrina Foutz Ê,Jackie Zuccaro Ê,Sequoia
7839,900,1106,3,1,1,1,6,Michelina Kawamoto Ê,Junie Grahn Ê,Willow
7840,1154,1154,1,1,0,1,10,Peg Servantes Ê,Gracie Shehorn Ê,Willow
7841,1046,1162,2,1,1,1,8,Jen Steadman Ê,Jessie Tsan Ê,Willow
7842,943,943,1,1,1,1,8,Latashia Kirst Ê,Irish Mcmillin Ê,Cypress
7843,934,934,1,1,1,1,9,Lavelle Easterly Ê,Preston Perreault Ê,Willow
7844,773,773,1,1,1,1,8,Brittny Reuther Ê,Ahmed Sykes Ê,Pine
7845,1086,1293,2,1,1,1,2,Shenna Verrett Ê,Janette Westfield Ê,Sequoia
7846,1036,1036,1,1,1,1,2,Esta Mead Ê,Gracie Shehorn Ê,Willow
7847,19,6630,4,0,1,0,9,Latashia Kirst Ê,Irish Mcmillin Ê,Cypress
7848,24,39,3,1,0,1,7,Lynette Esses Ê,Loura Wemple Ê,Willow
7849,54,896,2,1,0,1,3,Kandace Foxx Ê,Jessie Tsan Ê,Willow
7850,900,900,1,1,1,1,8,Sharlene Deavers Ê,Kermit Beck Ê,Cypress
7851,3588,3588,1,1,1,1,9,Emely Depaul Ê,Claude Rasch Ê,Willow
7852,19,78,2,1,0,1,3,Jenee Manos Ê,Cheryll Minaya Ê,Cypress
7853,40,40,1,1,0,1,2,Nell Orwig Ê,Carlos Speaker Ê,Willow
7854,13,1069,2,1,0,1,8,Anthony Shevlin Ê,Jessie Tsan Ê,Willow
7855,7,7,1,1,0,1,4,Emily Remsen Ê,Jessie Tsan Ê,Willow
7856,7,7,1,1,0,1,7,Agripina Wang Ê,Gracie Shehorn Ê,Willow
7857,99,181,2,0,0,0,7,Myrtie Revell Ê,Preston Perreault Ê,Willow
7858,833,833,1,1,1,1,8,Thao Click Ê,Carlos Speaker Ê,Willow
7859,798,930,2,1,0,1,8,Kazuko Houge Ê,Antonio Kaspar Ê,Orangewood
7860,15,33,2,1,0,1,8,Alpha Mitchum Ê,Gracie Shehorn Ê,Willow
7861,1008,7791,5,1,1,1,9,Akilah Saidi Ê,Irish Mcmillin Ê,Cypress
7862,34,34,1,1,0,1,8,Terisa Sweat Ê,Bart Huth Ê,Orangewood
7863,31,31,1,1,0,1,8,Leonel Markowitz Ê,Jessie Tsan Ê,Willow
7864,600,600,1,0,0,0,8,Tammie Wallingford Ê,Junie Grahn Ê,Willow
7865,774,774,1,0,0,1,8,Keila Vance Ê,Claude Rasch Ê,Willow
7866,54,2661,2,0,0,0,2,Dorethea Martucci Ê,Irish Mcmillin Ê,Cypress
7867,3,25,3,1,0,1,4,Berna Nunes Ê,Antonio Kaspar Ê,Orangewood
7868,1053,1053,1,1,1,1,9,Curtis Wilsey Ê,Gracie Shehorn Ê,Willow
7869,774,774,1,1,1,1,8,Rocco Canipe Ê,Jackie Zuccaro Ê,Sequoia
7870,31,2089,2,1,1,1,4,Daniella Creswell Ê,Loura Wemple Ê,Willow
7871,775,775,1,1,1,1,3,Brittny Reuther Ê,Ahmed Sykes Ê,Pine
7872,,649,0,0,0,0,8,Thad Dutra Ê,Bart Huth Ê,Orangewood
7873,2116,2116,1,1,1,1,9,Nadia Labrecque Ê,Gracie Shehorn Ê,Willow
7874,4,6580,16,1,1,0,6,Daniella Creswell Ê,Loura Wemple Ê,Willow
7875,543,543,1,1,0,1,8,Myrl Bickerstaff Ê,Lauran Kestler Ê,Orangewood
7876,848,848,1,1,0,1,2,Tempie Enger Ê,Irish Mcmillin Ê,Cypress
7877,707,773,2,1,1,1,8,Kazuko Houge Ê,Antonio Kaspar Ê,Orangewood
7878,3418,6323,2,1,1,1,9,Beatrice Dula Ê,Irish Mcmillin Ê,Cypress
7879,705,705,1,1,1,1,8,Dedra Bird Ê,Antonio Kaspar Ê,Orangewood
7880,657,657,1,1,1,1,3,Jann Overson Ê,Preston Perreault Ê,Willow
7881,566,663,2,1,1,1,8,Steven Salters Ê,Irish Mcmillin Ê,Cypress
7882,641,2261,3,0,0,1,3,Sherie Hessel Ê,Jessie Tsan Ê,Willow
7883,584,3447,3,1,1,1,9,Gina Hutson Ê,Junie Grahn Ê,Willow
7884,523,590,1,1,0,1,8,Aura Korman Ê,Bart Huth Ê,Orangewood
7885,663,663,1,1,0,1,10,Cindi Cartier Ê,Lauran Kestler Ê,Orangewood
7886,674,5095,4,1,0,1,8,Vashti Waggener Ê,Alec Hassell Ê,Sequoia
7887,620,620,1,1,0,1,3,Marissa Plantz Ê,Bart Huth Ê,Orangewood
7888,702,2048,1,1,0,1,8,Nell Orwig Ê,Carlos Speaker Ê,Willow
7889,491,491,1,1,0,1,8,Lahoma Fillman Ê,Irish Mcmillin Ê,Cypress
7890,25,7969,5,1,1,1,2,Dolores Burget Ê,Lauran Kestler Ê,Orangewood
7891,481,535,1,1,0,1,8,Jen Steadman Ê,Jessie Tsan Ê,Willow
7892,428,428,1,1,1,1,8,Lavelle Easterly Ê,Preston Perreault Ê,Willow
7893,430,15148,4,1,0,1,8,Coleen Bockelman Ê,Alec Hassell Ê,Sequoia
7894,381,381,1,1,0,1,4,Tempie Enger Ê,Irish Mcmillin Ê,Cypress
7895,675,675,1,1,1,1,2,Rhoda Shrout Ê,Claude Rasch Ê,Willow
7896,343,384,1,1,0,1,8,Luci Peart Ê,Junie Grahn Ê,Willow
7897,557,7554,4,1,1,1,6,Pandora Fleener Ê,Junie Grahn Ê,Willow
7898,549,600,2,1,1,1,2,Latashia Kirst Ê,Irish Mcmillin Ê,Cypress
7899,530,530,1,1,1,1,8,Akilah Saidi Ê,Irish Mcmillin Ê,Cypress
7900,292,292,1,1,1,1,3,Shanell Drewry Ê,Janette Westfield Ê,Sequoia
7901,455,455,1,1,0,1,8,Emily Remsen Ê,Jessie Tsan Ê,Willow
7902,3140,3478,2,1,1,1,6,Krishna Bosarge Ê,Kermit Beck Ê,Cypress
7903,392,1931,2,1,0,1,2,Barb Gess Ê,Wilbert Macke Ê,Cypress
7904,1767,1767,1,1,1,1,9,Wilhelmina Perine Ê,Bart Huth Ê,Orangewood
7905,123,123,1,1,0,1,2,Wilbert Sayer Ê,Cheryll Minaya Ê,Cypress
7906,495,495,1,0,1,1,8,Terisa Sweat Ê,Bart Huth Ê,Orangewood
7907,197,197,1,1,0,1,8,Evalyn Border Ê,Antonio Kaspar Ê,Orangewood
7908,185,185,1,0,1,0,4,Robby Vasquez Ê,Jessie Tsan Ê,Willow
7909,478,1548,5,1,1,1,6,Leonel Markowitz Ê,Jessie Tsan Ê,Willow
7910,185,185,1,1,0,1,8,Jen Steadman Ê,Jessie Tsan Ê,Willow
7911,182,182,1,0,0,0,8,Esta Mead Ê,Gracie Shehorn Ê,Willow
7912,174,220,2,1,0,1,3,Alesha Eis Ê,Jackie Zuccaro Ê,Sequoia
7913,329,329,1,1,1,1,3,Constance Anker Ê,Irish Mcmillin Ê,Cypress
7914,181,181,1,0,0,0,8,Kali Due Ê,Jessie Tsan Ê,Willow
7915,396,3093,6,1,1,1,6,Beryl Weyandt Ê,Preston Perreault Ê,Willow
7916,38,124,3,1,0,1,2,Ewa Felmlee Ê,Cheryll Minaya Ê,Cypress
7917,160,160,1,1,1,1,3,Tenesha Gangemi Ê,Kermit Beck Ê,Cypress
7918,28,359,2,1,0,1,2,Julissa Feeney Ê,Jackie Zuccaro Ê,Sequoia
7919,324,324,1,1,0,1,8,Maren Cogar Ê,Cheryll Minaya Ê,Cypress
7920,332,332,1,1,1,1,8,Genna Pacheo Ê,Loura Wemple Ê,Willow
7921,144,144,1,0,0,1,7,Joel Prada Ê,Loura Wemple Ê,Willow
7922,1,1,1,1,0,1,2,Deedee Heidt Ê,Jackie Zuccaro Ê,Sequoia
7923,316,316,1,1,1,1,8,Dorethea Martucci Ê,Irish Mcmillin Ê,Cypress
7924,316,400,2,1,1,1,8,Shenika Wolery Ê,Earnest Levitsky Ê,Sequoia
7925,15,34,2,1,0,1,7,Kathe Bumbalough Ê,Loura Wemple Ê,Willow
7926,478,478,1,0,1,1,9,Michelina Kawamoto Ê,Junie Grahn Ê,Willow
7927,6,17,3,1,0,1,7,Elia Ketcher Ê,Earnest Levitsky Ê,Sequoia
7928,102,102,1,1,0,1,8,Gina Hutson Ê,Junie Grahn Ê,Willow
7929,6,21,3,1,0,1,4,Beryl Weyandt Ê,Preston Perreault Ê,Willow
7930,163,163,1,1,0,1,3,Henry Spadoni Ê,Bart Huth Ê,Orangewood
7931,170,416,3,1,1,1,9,Mayme Plouffe Ê,Janette Westfield Ê,Sequoia
7932,95,95,1,1,0,1,8,Kathe Bumbalough Ê,Loura Wemple Ê,Willow
7933,164,164,1,1,1,1,9,Alyson Ricci Ê,Earnest Levitsky Ê,Sequoia
7934,81,81,1,1,0,1,9,Eldon Fuller Ê,Claude Rasch Ê,Willow
7935,101,287,2,1,0,1,4,Joel Prada Ê,Loura Wemple Ê,Willow
7936,150,150,1,1,0,1,3,Alexandria Rumery Ê,Cheryll Minaya Ê,Cypress
7937,10,389,5,0,0,1,7,Georgianne Bullington Ê,Preston Perreault Ê,Willow
7938,9,9,1,1,0,1,7,Shiloh Chairez Ê,Jackie Zuccaro Ê,Sequoia
7939,2837,2837,1,0,0,0,10,Alyson Ricci Ê,Earnest Levitsky Ê,Sequoia
7940,125,163,2,1,0,1,4,Shanell Drewry Ê,Janette Westfield Ê,Sequoia
7941,18,26,2,1,0,1,10,Robyn Arterburn Ê,Wilbert Macke Ê,Cypress
7942,94,467,3,0,0,0,3,Maryann Dycus Ê,Claude Rasch Ê,Willow
7943,78,78,1,1,0,1,8,Aleisha Vossler Ê,Carlos Speaker Ê,Willow
7944,289,289,1,1,0,1,2,Joel Prada Ê,Loura Wemple Ê,Willow
7945,85,1434,2,1,0,1,7,Temika Cloninger Ê,Bart Huth Ê,Orangewood
7946,5,5,1,1,0,1,7,Raguel Coupe Ê,Junie Grahn Ê,Willow
7947,199,199,1,1,1,1,3,Pandora Fleener Ê,Junie Grahn Ê,Willow
7948,115,152,1,0,0,0,4,Sherley Brode Ê,Loura Wemple Ê,Willow
7949,2830,2896,2,0,0,0,10,Marceline Barkley Ê,Jackie Zuccaro Ê,Sequoia
7950,261,261,1,1,0,1,8,Sherley Brode Ê,Loura Wemple Ê,Willow
7951,47,47,1,1,0,1,4,Anitra Brightwell Ê,Earnest Levitsky Ê,Sequoia
7952,116,116,1,1,1,1,4,Peg Servantes Ê,Gracie Shehorn Ê,Willow
7953,274,274,1,1,1,1,8,Elenora Crum Ê,Earnest Levitsky Ê,Sequoia
7954,111,111,1,1,0,1,2,Luci Peart Ê,Junie Grahn Ê,Willow
7955,2818,2818,2,0,0,0,10,Cindi Cartier Ê,Lauran Kestler Ê,Orangewood
7956,5699,5699,1,1,0,1,10,Terisa Reith Ê,Junie Grahn Ê,Willow
7957,4444,5975,3,1,1,1,6,Margery Scheffer Ê,Wilbert Macke Ê,Cypress
7958,115,177,2,1,0,1,3,Audria Reavis Ê,Kermit Beck Ê,Cypress
7959,2830,2830,1,1,0,1,10,Maragaret Blanke Ê,Lauran Kestler Ê,Orangewood
7960,214,349,3,1,1,1,9,Robby Vasquez Ê,Jessie Tsan Ê,Willow
7961,164,164,1,1,1,1,4,Shala Kron Ê,Carlos Speaker Ê,Willow
7962,18,543,2,1,0,1,7,Grayce Dobson Ê,Loura Wemple Ê,Willow
7963,50,50,1,1,0,1,8,Ardell Difiore Ê,Gracie Shehorn Ê,Willow
7964,105,105,1,1,0,1,2,Maragaret Blanke Ê,Lauran Kestler Ê,Orangewood
7965,364,364,1,1,1,1,2,Aura Korman Ê,Bart Huth Ê,Orangewood
7966,282,282,1,0,0,1,8,Elena Parm Ê,Kermit Beck Ê,Cypress
7967,86,86,1,1,0,1,2,Juliet Grier Ê,Loura Wemple Ê,Willow
7968,225,225,1,1,1,1,4,Latrina Foutz Ê,Jackie Zuccaro Ê,Sequoia
7969,16,3206,2,1,1,1,9,Coleen Bockelman Ê,Alec Hassell Ê,Sequoia
7970,14,14,1,1,0,1,4,Dolores Burget Ê,Lauran Kestler Ê,Orangewood
7971,9,9,1,0,0,1,7,Lahoma Fillman Ê,Irish Mcmillin Ê,Cypress
7972,170,170,1,1,1,1,3,Sherie Hessel Ê,Jessie Tsan Ê,Willow
7973,213,213,1,1,1,1,9,Romaine Gholston Ê,Gracie Shehorn Ê,Willow
7974,1672,1761,2,1,0,1,9,Alfredo Coard Ê,Irish Mcmillin Ê,Cypress
7975,53,53,1,1,0,1,8,Marissa Plantz Ê,Bart Huth Ê,Orangewood
7976,98,6185,6,1,1,1,6,Romaine Gholston Ê,Gracie Shehorn Ê,Willow
7977,164,164,1,1,0,1,3,Elena Parm Ê,Kermit Beck Ê,Cypress
7978,100,1566,2,1,0,1,8,Riva Boes Ê,Bart Huth Ê,Orangewood
7979,164,183,2,1,0,1,3,Florinda Alpers Ê,Carlos Speaker Ê,Willow
7980,41,1635,4,0,1,0,2,Herma Sidler Ê,Loura Wemple Ê,Willow
7981,127,366,2,1,0,1,4,Daniella Creswell Ê,Loura Wemple Ê,Willow
7982,86,7048,3,1,1,1,9,Peg Servantes Ê,Gracie Shehorn Ê,Willow
7983,296,5941,4,1,1,1,9,Ezra Ayer Ê,Jessie Tsan Ê,Willow
7984,88,428,2,1,1,1,9,Lynette Esses Ê,Loura Wemple Ê,Willow
7985,21,21,1,0,0,0,7,Vashti Waggener Ê,Alec Hassell Ê,Sequoia
7986,2813,5768,3,1,0,1,10,Kazuko Houge Ê,Antonio Kaspar Ê,Orangewood
7987,14,14,1,1,0,1,7,Georgene Burnham Ê,Meagan Dale Ê,Willow
7988,270,270,1,1,1,1,8,Leoma Coletti Ê,Junie Grahn Ê,Willow
7989,157,157,1,1,0,1,3,Kandice Ginther Ê,Ahmed Sykes Ê,Pine
7990,79,79,1,1,0,1,3,Palmer Bothwell Ê,Ahmed Sykes Ê,Pine
7991,7,7,1,1,0,1,7,Ezra Ayer Ê,Jessie Tsan Ê,Willow
7992,291,291,1,1,1,1,8,Ninfa Jeanpierre Ê,Gracie Shehorn Ê,Willow
7993,77,77,1,0,0,0,4,Kendra Caliendo Ê,Wilbert Macke Ê,Cypress
7994,58,242,2,1,0,1,9,Donita Lusher Ê,Wilbert Macke Ê,Cypress
7995,181,181,1,1,1,1,9,Bill Francis Ê,Ahmed Sykes Ê,Pine
7996,148,250,2,1,0,1,3,Keila Vance Ê,Claude Rasch Ê,Willow
7997,71,71,1,1,1,1,4,Peter Tomlinson Ê,Ahmed Sykes Ê,Pine
7998,77,77,1,0,0,0,4,Jen Steadman Ê,Jessie Tsan Ê,Willow
7999,392,392,1,1,1,1,9,Kenton Lossing Ê,Janette Westfield Ê,Sequoia
8000,351,3022,3,1,1,1,2,Lady Pergande Ê,Irish Mcmillin Ê,Cypress
8001,257,257,1,1,1,1,8,Cindi Cartier Ê,Lauran Kestler Ê,Orangewood
8002,5780,5780,1,1,1,1,9,Luci Peart Ê,Junie Grahn Ê,Willow
8003,376,416,2,1,1,1,9,Jaclyn Beckford Ê,Bart Huth Ê,Orangewood
8004,8877,8877,1,0,1,0,8,Deon Gawronski Ê,Cheryll Minaya Ê,Cypress
8005,1656,1656,1,1,1,1,9,Hoyt Sowa Ê,Jessie Tsan Ê,Willow
8006,484,7629,5,1,1,1,7,Berna Nunes Ê,Antonio Kaspar Ê,Orangewood
8007,124,1546,2,1,0,1,8,Latrina Foutz Ê,Jackie Zuccaro Ê,Sequoia
8008,4,4431,4,0,1,1,2,Lady Pergande Ê,Irish Mcmillin Ê,Cypress
8009,2783,2783,1,1,0,1,10,Weston Forsman Ê,Jessie Tsan Ê,Willow
8010,187,458,2,1,1,1,2,Thad Dutra Ê,Bart Huth Ê,Orangewood
8011,6074,48672,4,0,1,0,6,Solange Radosevich Ê,Bart Huth Ê,Orangewood
8012,114,114,1,0,0,0,8,Willian Kerstetter Ê,Loura Wemple Ê,Willow
8013,162,5564,2,1,0,1,9,Shenna Verrett Ê,Janette Westfield Ê,Sequoia
8014,339,7402,9,1,1,1,6,Deon Gawronski Ê,Cheryll Minaya Ê,Cypress
8015,12,4284,8,1,1,1,2,Donovan Smelcer Ê,Cheryll Minaya Ê,Cypress
8016,210,210,1,1,1,1,9,Robyn Arterburn Ê,Wilbert Macke Ê,Cypress
8017,3,3,1,1,0,1,7,Tu Adam Ê,Junie Grahn Ê,Willow
8018,35,1285,2,1,0,1,4,Darcie Gravley Ê,Ahmed Sykes Ê,Pine
8019,2827,2827,1,1,1,1,10,Lady Pergande Ê,Irish Mcmillin Ê,Cypress
8020,235,235,1,0,1,0,8,Emely Depaul Ê,Claude Rasch Ê,Willow
8021,224,254,1,1,1,1,8,Audria Reavis Ê,Kermit Beck Ê,Cypress
8022,32,1679,2,1,1,1,9,Alpha Mitchum Ê,Gracie Shehorn Ê,Willow
8023,173,5539,3,1,1,1,8,Kathe Bumbalough Ê,Loura Wemple Ê,Willow
8024,6,6,1,0,0,1,2,Thad Dutra Ê,Bart Huth Ê,Orangewood
8025,2686,4214,2,1,1,1,7,Cecelia Carone Ê,Earnest Levitsky Ê,Sequoia
8026,54,54,1,1,0,1,2,Alesha Eis Ê,Jackie Zuccaro Ê,Sequoia
8027,6,6,1,1,0,1,8,Lynette Esses Ê,Loura Wemple Ê,Willow
8028,89,89,1,1,0,1,3,Vashti Waggener Ê,Alec Hassell Ê,Sequoia
8029,13,1284,2,1,1,1,4,Sherley Brode Ê,Loura Wemple Ê,Willow
8030,374,374,1,0,0,1,2,Florrie Daniels Ê,Wilbert Macke Ê,Cypress
8031,78,78,1,1,0,1,8,Matthew Boze Ê,Antonio Kaspar Ê,Orangewood
8032,21,21,1,0,0,0,7,Mohammad Zeiger Ê,Wilbert Macke Ê,Cypress
8033,75,75,1,1,0,1,8,Willian Kerstetter Ê,Loura Wemple Ê,Willow
8034,27,262,2,1,1,1,9,Kandice Ginther Ê,Ahmed Sykes Ê,Pine
8035,109,109,1,1,0,1,8,Eldon Fuller Ê,Claude Rasch Ê,Willow
8036,279,279,1,0,1,0,2,Kitty Dorman Ê,Lauran Kestler Ê,Orangewood
8037,16,4234,3,0,0,1,2,Donita Lusher Ê,Wilbert Macke Ê,Cypress
8038,166,166,1,1,1,1,2,Alfredo Coard Ê,Irish Mcmillin Ê,Cypress
8039,1494,5577,3,1,1,1,6,Quinton Doner Ê,Alec Hassell Ê,Sequoia
8040,14,203,2,1,0,1,3,Herma Sidler Ê,Loura Wemple Ê,Willow
8041,14,14,1,0,0,0,4,Latashia Kirst Ê,Irish Mcmillin Ê,Cypress
8042,196,240,2,1,1,1,8,Aleisha Vossler Ê,Carlos Speaker Ê,Willow
8043,2,2,1,1,0,1,4,Signe Vaca Ê,Cheryll Minaya Ê,Cypress
8044,1596,2078,2,1,1,1,9,Justin Vera Ê,Kermit Beck Ê,Cypress
8045,12,12,1,1,0,1,4,Thad Dutra Ê,Bart Huth Ê,Orangewood
8046,27,27,1,1,1,1,3,Kary Carlucci Ê,Kermit Beck Ê,Cypress
8047,94,94,1,0,1,0,9,Idell Macaulay Ê,Gracie Shehorn Ê,Willow
8048,9,9,1,0,0,1,2,Keila Vance Ê,Claude Rasch Ê,Willow
8049,5,43,3,1,0,1,2,Donovan Smelcer Ê,Cheryll Minaya Ê,Cypress
8050,137,137,1,1,0,1,10,Marissa Plantz Ê,Bart Huth Ê,Orangewood
8051,8,8,1,0,0,0,3,Ardell Difiore Ê,Gracie Shehorn Ê,Willow
8052,91,91,1,0,1,1,8,Emily Remsen Ê,Jessie Tsan Ê,Willow
8053,33,76,2,1,0,1,8,Hector Knepper Ê,Claude Rasch Ê,Willow
8054,2909,2948,2,1,0,1,8,Elenore Dittrich Ê,Wilbert Macke Ê,Cypress
8055,36,7067,7,1,1,1,6,Pandora Fleener Ê,Junie Grahn Ê,Willow
8056,36,36,1,1,0,1,7,Thao Click Ê,Carlos Speaker Ê,Willow
8057,41,41,1,1,0,1,8,Destiny Fimbres Ê,Irish Mcmillin Ê,Cypress
8058,14,14,1,1,0,1,2,Jen Steadman Ê,Jessie Tsan Ê,Willow
8059,37,37,1,1,0,1,7,Beatrice Dula Ê,Irish Mcmillin Ê,Cypress
8060,46,46,1,1,0,1,8,Thad Dutra Ê,Bart Huth Ê,Orangewood
8061,36,95,2,1,1,1,4,Jen Steadman Ê,Jessie Tsan Ê,Willow
